id,radius,length,pd_radius,pd_length,sld,sld_solvent,model_scale,model_abs
cyl_000633,38.877217,232.911618,0.088372,0.102265,6.499097,1.0,1.0,0.0
cyl_000634,153.9996,388.467215,0.195065,0.028622,6.585146,1.0,1.0,0.0
cyl_000635,137.729088,639.516346,0.195907,0.020209,2.18644,1.0,1.0,0.0
cyl_000636,126.41445,384.695154,0.22806,0.104013,5.283124,1.0,1.0,0.0
cyl_000637,121.361826,381.601444,0.008669,0.140811,4.280913,1.0,1.0,0.0
cyl_000638,26.150786,843.345493,0.076184,0.17247,4.458892,1.0,1.0,0.0
cyl_000639,142.158119,325.965147,0.118239,0.187032,6.227163,1.0,1.0,0.0
cyl_000640,40.32166,372.376805,0.206701,0.027886,1.997226,1.0,1.0,0.0
cyl_000641,128.507102,458.347575,0.07886,0.032523,1.625245,1.0,1.0,0.0
cyl_000642,24.020767,430.19442,0.179308,0.01341,3.159197,1.0,1.0,0.0
cyl_000643,52.08055,911.237004,0.279975,0.178985,5.084884,1.0,1.0,0.0
cyl_000644,197.511004,286.656309,0.215797,0.259089,6.927584,1.0,1.0,0.0
cyl_000645,22.347432,609.164986,0.023422,0.017553,5.627655,1.0,1.0,0.0
cyl_000646,101.887049,473.861541,0.252018,0.262235,4.696257,1.0,1.0,0.0
cyl_000647,87.458833,947.796282,0.165308,0.063317,7.540493,1.0,1.0,0.0
cyl_000648,31.152636,241.850121,0.119773,0.117587,7.507795,1.0,1.0,0.0
cyl_000649,77.720836,741.792848,0.14865,0.233214,3.216873,1.0,1.0,0.0
cyl_000650,20.921937,479.294794,0.006409,0.258738,5.350495,1.0,1.0,0.0
cyl_000651,40.947192,630.415384,0.153599,0.291029,1.848233,1.0,1.0,0.0
cyl_000652,107.555826,682.174811,0.14911,0.068671,2.053773,1.0,1.0,0.0
cyl_000653,133.802184,655.324106,0.269192,0.12634,4.560542,1.0,1.0,0.0
cyl_000654,72.40889,385.761828,0.149742,0.012783,7.616833,1.0,1.0,0.0
cyl_000655,61.23047,821.748498,0.175179,0.029883,4.758618,1.0,1.0,0.0
cyl_000656,185.357678,207.074509,0.105682,0.243341,3.27349,1.0,1.0,0.0
cyl_000657,59.674661,222.675986,0.094211,0.165405,7.944856,1.0,1.0,0.0
cyl_000658,57.453867,584.986959,0.03331,0.057937,1.949899,1.0,1.0,0.0
cyl_000659,30.338602,364.714712,0.042643,0.05654,2.016628,1.0,1.0,0.0
cyl_000660,49.375117,252.878103,0.207086,0.057489,7.395694,1.0,1.0,0.0
cyl_000661,181.516835,538.587663,0.028226,0.010923,0.576009,1.0,1.0,0.0
cyl_000662,107.159359,402.694798,0.004635,0.293865,7.046504,1.0,1.0,0.0
cyl_000663,46.935223,732.193979,0.231775,0.119329,6.076788,1.0,1.0,0.0
cyl_000664,23.344933,824.632925,0.263343,0.09753,2.392476,1.0,1.0,0.0
cyl_000665,93.775705,341.789035,0.036084,0.162894,7.608647,1.0,1.0,0.0
cyl_000666,47.578737,942.648198,0.243635,0.214417,4.977919,1.0,1.0,0.0
cyl_000667,38.368999,881.171437,0.267828,0.052159,6.071815,1.0,1.0,0.0
cyl_000668,22.802038,471.681378,0.228582,0.288416,1.203519,1.0,1.0,0.0
cyl_000669,30.373477,428.569392,0.199522,0.273968,7.654701,1.0,1.0,0.0
cyl_000670,30.799572,852.348214,0.091219,0.199643,5.477981,1.0,1.0,0.0
cyl_000671,37.992485,507.937426,0.020639,0.136045,3.284838,1.0,1.0,0.0
cyl_000672,21.941817,574.817333,0.101694,0.105278,6.484299,1.0,1.0,0.0
cyl_000673,91.576791,665.398773,0.1236,0.139769,6.983711,1.0,1.0,0.0
cyl_000674,34.11499,743.055079,0.0101,0.29457,0.780918,1.0,1.0,0.0
cyl_000675,169.463916,525.314096,0.240978,0.269464,1.420937,1.0,1.0,0.0
cyl_000676,59.582657,337.65171,0.093142,0.12704,5.109756,1.0,1.0,0.0
cyl_000677,40.638529,493.296051,0.145555,0.240731,4.168101,1.0,1.0,0.0
cyl_000678,81.525713,646.588789,0.002332,0.04675,1.427585,1.0,1.0,0.0
cyl_000679,100.722794,230.216677,0.069193,0.122969,5.188592,1.0,1.0,0.0
cyl_000680,30.942674,558.109776,0.148815,0.273305,6.566969,1.0,1.0,0.0
cyl_000681,37.526067,623.9269,0.075558,0.121985,4.357137,1.0,1.0,0.0
cyl_000682,27.810468,214.888955,0.025087,0.201093,3.435925,1.0,1.0,0.0
cyl_000683,73.394237,390.903048,0.170478,0.157905,2.447473,1.0,1.0,0.0
cyl_000684,67.19264,263.952431,0.212038,0.19522,5.422984,1.0,1.0,0.0
cyl_000685,108.783261,600.089306,0.158848,0.188144,2.077138,1.0,1.0,0.0
cyl_000686,21.234879,615.363699,0.154595,0.119034,1.460329,1.0,1.0,0.0
cyl_000687,47.809736,507.545262,0.081344,0.062365,6.957798,1.0,1.0,0.0
cyl_000688,184.013025,308.881359,0.100035,0.104933,1.015824,1.0,1.0,0.0
cyl_000689,23.628786,879.850923,0.249115,0.140191,2.517379,1.0,1.0,0.0
cyl_000690,25.956568,773.555031,0.291784,0.090634,1.648221,1.0,1.0,0.0
cyl_000691,171.022752,656.123821,0.119633,0.119405,3.183788,1.0,1.0,0.0
cyl_000692,100.138148,412.43031,0.080886,0.137938,1.313332,1.0,1.0,0.0
cyl_000693,20.488608,437.238365,0.093376,0.071052,2.6053,1.0,1.0,0.0
cyl_000694,158.835108,226.041639,0.183661,0.145961,4.821639,1.0,1.0,0.0
cyl_000695,48.830012,441.726045,0.23495,0.268599,0.943665,1.0,1.0,0.0
cyl_000696,20.033202,375.336019,0.017542,0.216856,6.750201,1.0,1.0,0.0
cyl_000697,111.496663,451.563547,0.07186,0.255938,7.595295,1.0,1.0,0.0
cyl_000698,21.426288,351.56078,0.015661,0.061095,1.585107,1.0,1.0,0.0
cyl_000699,57.7538,611.46206,0.256883,0.083568,7.190487,1.0,1.0,0.0
cyl_000700,58.402584,314.122459,0.142185,0.249997,5.038701,1.0,1.0,0.0
cyl_000701,22.187451,567.877897,0.168545,0.173341,2.736104,1.0,1.0,0.0
cyl_000702,78.397288,967.707152,0.292284,0.135292,4.21263,1.0,1.0,0.0
cyl_000703,68.158021,462.626097,0.110424,0.20931,7.971773,1.0,1.0,0.0
cyl_000704,134.729861,550.536858,0.274986,0.132791,6.725204,1.0,1.0,0.0
cyl_000705,22.396134,282.842574,0.021121,0.099183,4.441096,1.0,1.0,0.0
cyl_000706,57.355437,260.783275,0.11158,0.136256,1.321522,1.0,1.0,0.0
cyl_000707,99.316835,447.74059,0.094596,0.295297,0.843259,1.0,1.0,0.0
cyl_000708,20.621464,203.436377,0.202605,0.010635,1.027964,1.0,1.0,0.0
cyl_000709,68.642617,328.854785,0.200408,0.113355,3.29708,1.0,1.0,0.0
cyl_000710,82.815983,535.551906,0.276006,0.29864,2.191034,1.0,1.0,0.0
cyl_000711,87.674573,857.168494,0.088869,0.096204,5.017707,1.0,1.0,0.0
cyl_000712,155.832941,714.556815,0.051099,0.109375,1.754939,1.0,1.0,0.0
cyl_000713,51.171732,319.33551,0.146302,0.05414,0.996648,1.0,1.0,0.0
cyl_000714,80.953761,575.637948,0.206887,0.032132,6.067969,1.0,1.0,0.0
cyl_000715,144.82784,841.250475,0.258145,0.223507,5.435353,1.0,1.0,0.0
cyl_000716,68.739734,980.04867,0.282859,0.019876,4.056621,1.0,1.0,0.0
cyl_000717,34.075159,639.897631,0.214972,0.266919,5.995407,1.0,1.0,0.0
cyl_000718,183.761415,436.53921,0.018908,0.12759,1.835075,1.0,1.0,0.0
cyl_000719,184.670426,801.419839,0.155936,0.190187,7.805726,1.0,1.0,0.0
cyl_000720,66.306684,380.881513,0.254023,0.132369,3.728666,1.0,1.0,0.0
cyl_000721,103.495969,711.723283,0.27286,0.037344,4.311533,1.0,1.0,0.0
cyl_000722,65.759682,269.012516,0.006481,0.129107,2.383018,1.0,1.0,0.0
cyl_000723,174.542917,575.228529,0.114737,0.022457,0.620483,1.0,1.0,0.0
cyl_000724,196.756078,325.516761,0.133018,0.194202,3.372591,1.0,1.0,0.0
cyl_000725,22.516268,312.282196,0.282968,0.014035,5.936669,1.0,1.0,0.0
cyl_000726,68.435322,266.902069,0.153624,0.082433,7.59291,1.0,1.0,0.0
cyl_000727,151.872712,389.548833,0.267054,0.184755,5.908428,1.0,1.0,0.0
cyl_000728,141.596652,801.812417,0.2288,0.130494,6.680075,1.0,1.0,0.0
cyl_000729,43.339302,214.650538,0.239536,0.26405,4.999875,1.0,1.0,0.0
cyl_000730,54.30675,363.89302,0.236455,0.25524,6.925781,1.0,1.0,0.0
cyl_000731,45.72535,873.111491,0.012774,0.283971,2.955392,1.0,1.0,0.0
cyl_000732,28.023672,519.812811,0.112234,0.236152,4.887451,1.0,1.0,0.0
cyl_000733,32.456743,317.538155,0.00822,0.185658,1.298338,1.0,1.0,0.0
cyl_000734,187.991507,250.645372,0.262699,0.172259,4.284889,1.0,1.0,0.0
cyl_000735,26.485312,235.419402,0.252913,0.021654,4.451652,1.0,1.0,0.0
cyl_000736,137.507907,767.662694,0.132372,0.211736,2.506939,1.0,1.0,0.0
cyl_000737,28.219853,470.608183,0.110276,0.044317,1.356822,1.0,1.0,0.0
cyl_000738,132.055751,265.525516,0.129187,0.269369,2.869408,1.0,1.0,0.0
cyl_000739,63.255022,209.480593,0.095199,0.292394,6.494012,1.0,1.0,0.0
cyl_000740,74.902736,317.809406,0.011463,0.189848,2.761921,1.0,1.0,0.0
cyl_000741,23.572105,941.707662,0.014846,0.220924,3.959033,1.0,1.0,0.0
cyl_000742,50.094463,499.208781,0.150943,0.182927,6.001604,1.0,1.0,0.0
cyl_000743,71.881831,417.541061,0.000686,0.109976,3.72162,1.0,1.0,0.0
cyl_000744,86.347206,553.315174,0.036496,0.078487,0.801616,1.0,1.0,0.0
cyl_000745,64.184865,553.058847,0.1804,0.045042,1.010547,1.0,1.0,0.0
cyl_000746,138.8466,205.539886,0.089067,0.087296,4.540718,1.0,1.0,0.0
cyl_000747,46.969899,370.988634,0.095277,0.070402,5.818449,1.0,1.0,0.0
cyl_000748,22.818141,528.164276,0.155083,0.242851,3.489489,1.0,1.0,0.0
cyl_000749,82.39313,657.601146,0.066592,0.150866,7.021658,1.0,1.0,0.0
cyl_000750,85.493882,493.734677,0.280096,0.007689,0.568691,1.0,1.0,0.0
cyl_000751,31.223477,443.170241,0.214548,0.129359,4.528021,1.0,1.0,0.0
cyl_000752,76.378498,353.402311,0.217281,0.147194,7.498538,1.0,1.0,0.0
cyl_000753,48.555887,428.407652,0.260162,0.292229,4.811227,1.0,1.0,0.0
cyl_000754,26.072494,246.828811,0.028464,0.159115,1.45925,1.0,1.0,0.0
cyl_000755,44.412397,203.640686,0.24919,0.239773,7.704174,1.0,1.0,0.0
cyl_000756,151.038181,890.00674,0.261875,0.282778,3.748389,1.0,1.0,0.0
cyl_000757,88.961603,800.422096,0.246571,0.088203,7.314356,1.0,1.0,0.0
cyl_000758,53.908992,418.273695,0.294031,0.100987,3.510056,1.0,1.0,0.0
cyl_000759,25.361183,369.118559,0.261146,0.228284,2.336622,1.0,1.0,0.0
cyl_000760,40.217519,406.567054,0.239153,0.045908,2.468697,1.0,1.0,0.0
cyl_000761,108.980882,202.805208,0.07366,0.104753,6.466398,1.0,1.0,0.0
cyl_000762,62.724123,255.592964,0.022089,0.024931,2.304107,1.0,1.0,0.0
cyl_000763,24.980435,329.997305,0.011161,0.291736,6.489981,1.0,1.0,0.0
cyl_000764,164.686357,516.764097,0.116869,0.156187,2.641136,1.0,1.0,0.0
cyl_000765,57.255808,662.015765,0.100527,0.100811,7.919139,1.0,1.0,0.0
cyl_000766,24.559231,338.685023,0.077119,0.099884,5.419344,1.0,1.0,0.0
cyl_000767,110.989319,468.047166,0.296443,0.083211,3.59421,1.0,1.0,0.0
cyl_000768,44.757663,233.531692,0.166753,0.258934,6.121482,1.0,1.0,0.0
cyl_000769,44.952841,474.074724,0.196671,0.094079,4.279187,1.0,1.0,0.0
cyl_000770,104.19578,998.357409,0.015862,0.251234,5.894923,1.0,1.0,0.0
cyl_000771,20.419133,670.112944,0.238751,0.051092,5.97243,1.0,1.0,0.0
cyl_000772,22.685228,562.165054,0.045616,0.075079,2.381968,1.0,1.0,0.0
cyl_000773,33.895741,240.10179,0.040902,0.299383,5.073748,1.0,1.0,0.0
cyl_000774,57.53713,289.27097,0.299622,0.053386,2.263665,1.0,1.0,0.0
cyl_000775,120.555991,701.313557,0.184819,0.281205,2.804958,1.0,1.0,0.0
cyl_000776,149.733651,675.527435,0.134659,0.173153,2.562208,1.0,1.0,0.0
cyl_000777,40.068331,212.340588,0.043784,0.258814,7.567027,1.0,1.0,0.0
cyl_000778,23.24568,563.654093,0.286617,0.213566,6.914983,1.0,1.0,0.0
cyl_000779,20.114055,970.379908,0.283623,0.050246,1.316341,1.0,1.0,0.0
cyl_000780,144.991585,343.174005,0.033271,0.25151,4.505536,1.0,1.0,0.0
cyl_000781,129.36003,234.07107,0.293155,0.080292,6.742378,1.0,1.0,0.0
cyl_000782,139.958408,661.461652,0.063627,0.061607,5.694679,1.0,1.0,0.0
cyl_000783,64.001328,625.553065,0.188551,0.100005,4.108886,1.0,1.0,0.0
cyl_000784,158.251117,891.509933,0.161509,0.052842,3.164577,1.0,1.0,0.0
cyl_000785,47.22541,568.125407,0.161376,0.087786,6.502241,1.0,1.0,0.0
cyl_000786,174.158537,356.209565,0.149416,0.22279,3.59212,1.0,1.0,0.0
cyl_000787,103.200661,382.78466,0.04032,0.079094,1.894404,1.0,1.0,0.0
cyl_000788,45.340802,241.135769,0.033839,0.184885,1.920775,1.0,1.0,0.0
cyl_000789,25.050939,221.547296,0.010575,0.227966,3.246798,1.0,1.0,0.0
cyl_000790,55.947795,235.726172,0.137883,0.184998,3.519799,1.0,1.0,0.0
cyl_000791,154.434548,529.239913,0.049902,0.119222,3.576909,1.0,1.0,0.0
cyl_000792,147.527919,467.201681,0.092343,0.195773,7.424943,1.0,1.0,0.0
cyl_000793,120.237107,210.340091,0.089427,0.206103,2.196153,1.0,1.0,0.0
cyl_000794,54.412545,786.208075,0.120106,0.198973,2.724656,1.0,1.0,0.0
cyl_000795,27.433195,495.178723,0.187114,0.079953,4.389415,1.0,1.0,0.0
cyl_000796,166.910117,920.654243,0.007051,0.265121,3.493811,1.0,1.0,0.0
cyl_000797,81.87915,366.081593,0.062707,0.242479,6.096075,1.0,1.0,0.0
cyl_000798,124.964633,483.20586,0.067212,0.041438,7.89995,1.0,1.0,0.0
cyl_000799,150.247012,982.078772,0.073133,0.039331,1.857052,1.0,1.0,0.0
cyl_000800,26.786546,483.587476,0.082876,0.086976,6.70102,1.0,1.0,0.0
cyl_000801,152.351817,441.2343,0.088186,0.295897,7.961177,1.0,1.0,0.0
cyl_000802,34.537366,345.834036,0.129717,0.267095,1.115997,1.0,1.0,0.0
cyl_000803,34.248293,338.133023,0.178544,0.200808,0.805343,1.0,1.0,0.0
cyl_000804,21.675583,364.912573,0.098655,0.275872,4.634585,1.0,1.0,0.0
cyl_000805,40.139683,485.846784,0.175375,0.196918,4.613633,1.0,1.0,0.0
cyl_000806,103.556286,279.594623,0.245319,0.212394,2.132951,1.0,1.0,0.0
cyl_000807,64.907806,564.097255,0.027598,0.096334,1.43484,1.0,1.0,0.0
cyl_000808,167.006691,201.593221,0.007544,0.278754,2.083379,1.0,1.0,0.0
cyl_000809,44.536137,837.309273,0.157709,0.283791,5.653437,1.0,1.0,0.0
cyl_000810,159.170657,238.085695,0.12597,0.249448,4.860212,1.0,1.0,0.0
cyl_000811,33.815339,231.066418,0.057077,0.143553,7.295193,1.0,1.0,0.0
cyl_000812,82.501111,974.683638,0.171443,0.001407,3.169397,1.0,1.0,0.0
cyl_000813,32.847954,764.811182,0.218708,0.108123,3.551378,1.0,1.0,0.0
cyl_000814,127.86149,419.275012,0.107341,0.17451,4.319026,1.0,1.0,0.0
cyl_000815,63.570376,599.714851,0.124567,0.213969,6.054123,1.0,1.0,0.0
cyl_000816,20.882575,729.266623,0.043841,0.046488,5.928937,1.0,1.0,0.0
cyl_000817,37.003151,817.442418,0.022611,0.107113,2.225058,1.0,1.0,0.0
cyl_000818,20.756521,244.549659,0.176558,0.122177,5.779779,1.0,1.0,0.0
cyl_000819,76.779328,959.634523,0.250928,0.046123,7.085767,1.0,1.0,0.0
cyl_000820,59.440933,418.978298,0.205885,0.276875,7.299823,1.0,1.0,0.0
cyl_000821,74.801388,353.153105,0.27318,0.282142,4.892783,1.0,1.0,0.0
cyl_000822,101.383844,969.316182,0.281837,0.17079,0.835695,1.0,1.0,0.0
cyl_000823,30.868492,637.510705,0.243129,0.204074,4.847351,1.0,1.0,0.0
cyl_000824,106.668938,372.802124,0.116414,0.220329,7.488256,1.0,1.0,0.0
cyl_000825,43.687389,369.924723,0.165543,0.178311,2.676868,1.0,1.0,0.0
cyl_000826,112.236647,977.690212,0.109067,0.180196,3.349886,1.0,1.0,0.0
cyl_000827,47.872647,907.240008,0.14286,0.065712,3.258258,1.0,1.0,0.0
cyl_000828,120.78182,664.572233,0.112814,0.094767,3.604891,1.0,1.0,0.0
cyl_000829,50.681999,704.415603,0.290609,0.145836,1.798472,1.0,1.0,0.0
cyl_000830,187.320187,951.921558,0.158024,0.098598,4.251622,1.0,1.0,0.0
cyl_000831,102.200859,259.96132,0.150333,0.112502,5.261585,1.0,1.0,0.0
cyl_000832,121.667966,279.135417,0.061195,0.104436,4.274842,1.0,1.0,0.0
cyl_000833,21.996733,414.176492,0.180065,0.141206,3.674826,1.0,1.0,0.0
cyl_000834,61.328067,691.891303,0.156628,0.205916,4.784146,1.0,1.0,0.0
cyl_000835,33.249149,354.475492,0.263514,0.233556,7.331785,1.0,1.0,0.0
cyl_000836,98.657295,707.342438,0.233518,0.054705,6.253453,1.0,1.0,0.0
cyl_000837,22.021684,240.934916,0.2955,0.237153,4.148312,1.0,1.0,0.0
cyl_000838,28.6723,439.214457,0.018796,0.172117,3.597799,1.0,1.0,0.0
cyl_000839,85.815656,358.446753,0.115447,0.083358,2.259112,1.0,1.0,0.0
cyl_000840,187.17373,772.643678,0.226634,0.268357,5.160036,1.0,1.0,0.0
cyl_000841,41.024719,209.330071,0.142666,0.1896,4.452919,1.0,1.0,0.0
cyl_000842,82.120815,730.020028,0.244629,0.035537,4.306853,1.0,1.0,0.0
cyl_000843,20.714312,363.32161,0.251808,0.18726,5.980199,1.0,1.0,0.0
cyl_000844,56.129792,681.201807,0.159382,0.099573,3.895651,1.0,1.0,0.0
cyl_000845,21.565919,486.951593,0.136408,0.139831,6.985396,1.0,1.0,0.0
cyl_000846,25.198403,208.989426,0.100297,0.204502,1.090162,1.0,1.0,0.0
cyl_000847,67.128474,825.231071,0.103419,0.2095,0.920549,1.0,1.0,0.0
cyl_000848,74.316815,452.755835,0.288025,0.195483,6.664414,1.0,1.0,0.0
cyl_000849,24.941756,397.47697,0.11529,0.008476,1.6438,1.0,1.0,0.0
cyl_000850,56.520986,427.289041,0.249411,0.270912,3.415904,1.0,1.0,0.0
cyl_000851,30.752289,221.714103,0.281253,0.284556,6.443291,1.0,1.0,0.0
cyl_000852,163.78619,502.734086,0.188233,0.244225,6.759776,1.0,1.0,0.0
cyl_000853,44.486833,601.764072,0.065157,0.276239,5.392798,1.0,1.0,0.0
cyl_000854,73.95637,225.682892,0.256566,0.000127,0.504341,1.0,1.0,0.0
cyl_000855,34.603948,897.680383,0.237626,0.285541,3.69034,1.0,1.0,0.0
cyl_000856,20.45377,291.877502,0.136092,0.067482,1.276004,1.0,1.0,0.0
cyl_000857,39.090225,365.415711,0.040513,0.014728,5.0231,1.0,1.0,0.0
cyl_000858,149.469517,411.649923,0.106911,0.240928,2.796905,1.0,1.0,0.0
cyl_000859,36.331573,223.744086,0.205189,0.010759,4.209012,1.0,1.0,0.0
cyl_000860,55.190093,567.47859,0.201236,0.262966,3.048288,1.0,1.0,0.0
cyl_000861,61.429176,906.088703,0.106094,0.14879,7.308191,1.0,1.0,0.0
cyl_000862,63.487427,545.491766,0.172256,0.163001,6.410103,1.0,1.0,0.0
cyl_000863,45.781841,381.966614,0.074651,0.275089,6.119978,1.0,1.0,0.0
cyl_000864,90.320726,317.167686,0.116392,0.193143,5.616181,1.0,1.0,0.0
cyl_000865,106.974498,206.787681,0.032411,0.278328,3.112777,1.0,1.0,0.0
cyl_000866,92.036431,908.14498,0.246616,0.277675,1.583044,1.0,1.0,0.0
cyl_000867,183.127097,910.196412,0.200596,0.291269,7.108418,1.0,1.0,0.0
cyl_000868,46.120094,815.282173,0.251434,0.01005,0.644528,1.0,1.0,0.0
cyl_000869,20.022266,255.421738,0.294873,0.119927,4.441961,1.0,1.0,0.0
cyl_000870,126.187813,224.022284,0.132472,0.235549,5.613192,1.0,1.0,0.0
cyl_000871,97.310999,546.552144,0.17196,0.266724,6.388201,1.0,1.0,0.0
cyl_000872,74.259576,605.713947,0.192771,0.032261,1.943994,1.0,1.0,0.0
cyl_000873,49.149849,497.957071,0.181968,0.092167,7.103099,1.0,1.0,0.0
cyl_000874,95.2769,285.983342,0.032998,0.298864,7.279638,1.0,1.0,0.0
cyl_000875,114.999637,266.46111,0.074418,0.028326,1.021503,1.0,1.0,0.0
cyl_000876,51.326264,276.187506,0.290435,0.138959,5.10306,1.0,1.0,0.0
cyl_000877,99.848521,258.933736,0.118132,0.164428,5.549439,1.0,1.0,0.0
cyl_000878,71.762321,303.512254,0.171711,0.047153,4.413842,1.0,1.0,0.0
cyl_000879,72.803769,280.214921,0.270094,0.011625,1.470595,1.0,1.0,0.0
cyl_000880,20.796811,673.491233,0.216792,0.086828,4.667717,1.0,1.0,0.0
cyl_000881,116.08255,528.345084,0.215492,0.040522,3.316977,1.0,1.0,0.0
cyl_000882,23.781597,759.037298,0.184676,0.024023,7.154836,1.0,1.0,0.0
cyl_000883,51.037404,414.356958,0.094796,0.242164,7.335743,1.0,1.0,0.0
cyl_000884,95.30844,373.625484,0.078303,0.169133,6.257781,1.0,1.0,0.0
cyl_000885,27.096391,209.684381,0.266395,0.001517,2.542151,1.0,1.0,0.0
cyl_000886,35.14864,893.951364,0.215305,0.025943,0.865481,1.0,1.0,0.0
cyl_000887,118.611928,763.634395,0.25589,0.284882,2.66781,1.0,1.0,0.0
cyl_000888,26.410687,379.489351,0.115092,0.117889,5.949713,1.0,1.0,0.0
cyl_000889,54.512089,322.465704,0.159722,0.236937,4.512482,1.0,1.0,0.0
cyl_000890,101.123245,459.099229,0.181431,0.276735,3.235653,1.0,1.0,0.0
cyl_000891,57.715892,249.392973,0.108597,0.010994,0.979693,1.0,1.0,0.0
cyl_000892,135.034662,381.744704,0.232977,0.090236,1.633374,1.0,1.0,0.0
cyl_000893,23.024006,527.409162,0.025368,0.191383,7.61909,1.0,1.0,0.0
cyl_000894,67.051061,934.336731,0.185122,0.294966,4.660645,1.0,1.0,0.0
cyl_000895,22.967691,849.388726,0.048755,0.289421,1.73788,1.0,1.0,0.0
cyl_000896,199.043401,429.220749,0.022678,0.072335,1.898702,1.0,1.0,0.0
cyl_000897,128.23548,261.921438,0.137733,0.078948,0.763062,1.0,1.0,0.0
cyl_000898,191.166482,307.28164,0.120642,0.194704,4.18018,1.0,1.0,0.0
cyl_000899,179.78604,241.626928,0.127511,0.249131,6.31373,1.0,1.0,0.0
cyl_000900,22.280595,634.129679,0.225582,0.186099,7.44466,1.0,1.0,0.0
cyl_000901,23.584874,240.702723,0.008915,0.234996,1.002552,1.0,1.0,0.0
cyl_000902,154.248707,298.393577,0.25632,0.238989,1.906996,1.0,1.0,0.0
cyl_000903,33.650261,697.684889,0.248434,0.044619,1.037823,1.0,1.0,0.0
cyl_000904,27.185168,205.266298,0.223207,0.011361,6.877155,1.0,1.0,0.0
cyl_000905,40.897554,679.849903,0.232127,0.040443,1.358754,1.0,1.0,0.0
cyl_000906,37.400745,861.562919,0.233877,0.295074,6.796483,1.0,1.0,0.0
cyl_000907,118.344689,408.659231,0.08066,0.047702,4.76256,1.0,1.0,0.0
cyl_000908,70.241797,709.859,0.202404,0.272629,2.598457,1.0,1.0,0.0
cyl_000909,21.076993,215.297011,0.033501,0.219093,1.112932,1.0,1.0,0.0
cyl_000910,103.901236,300.601477,0.230616,0.272529,7.841224,1.0,1.0,0.0
cyl_000911,132.185601,487.832476,0.199014,0.087394,3.936731,1.0,1.0,0.0
cyl_000912,153.387685,232.075589,0.234046,0.193513,2.894607,1.0,1.0,0.0
cyl_000913,120.130587,509.869543,0.198508,0.212633,4.713519,1.0,1.0,0.0
cyl_000914,25.158185,501.989239,0.290799,0.265721,3.691266,1.0,1.0,0.0
cyl_000915,137.406801,283.402362,0.203105,0.128629,3.19489,1.0,1.0,0.0
cyl_000916,42.722889,228.297407,0.211553,0.209886,3.917966,1.0,1.0,0.0
cyl_000917,48.720285,951.066848,0.250724,0.201984,7.214105,1.0,1.0,0.0
cyl_000918,120.499699,986.827048,0.087779,0.009426,6.197006,1.0,1.0,0.0
cyl_000919,37.113744,347.188808,0.1703,0.296246,6.753046,1.0,1.0,0.0
cyl_000920,36.010025,450.831246,0.25348,0.171135,5.462187,1.0,1.0,0.0
cyl_000921,116.765473,454.915342,0.176971,0.121094,3.84944,1.0,1.0,0.0
cyl_000922,26.647203,415.057538,0.194501,0.137006,7.635966,1.0,1.0,0.0
cyl_000923,167.584591,902.456985,0.18066,0.171537,3.90985,1.0,1.0,0.0
cyl_000924,181.732295,516.135437,0.152625,0.233707,0.961013,1.0,1.0,0.0
cyl_000925,64.86638,476.218745,0.098542,0.263465,2.760709,1.0,1.0,0.0
cyl_000926,170.038828,204.297378,0.196233,0.000472,1.873019,1.0,1.0,0.0
cyl_000927,188.880048,735.434745,0.289858,0.294222,1.709787,1.0,1.0,0.0
cyl_000928,58.198954,746.464198,0.200159,0.063054,4.691445,1.0,1.0,0.0
cyl_000929,55.874219,551.234908,0.100497,0.153798,6.533543,1.0,1.0,0.0
cyl_000930,36.19041,677.067586,0.160928,0.29573,4.732208,1.0,1.0,0.0
cyl_000931,50.128287,618.531553,0.089593,0.108308,5.245124,1.0,1.0,0.0
cyl_000932,35.292525,303.424924,0.040105,0.066015,5.011626,1.0,1.0,0.0
cyl_000933,157.63904,618.181367,0.183072,0.149856,1.000333,1.0,1.0,0.0
cyl_000934,56.334413,603.028625,0.144082,0.197815,6.204418,1.0,1.0,0.0
cyl_000935,54.584614,878.927,0.030983,0.085377,7.258599,1.0,1.0,0.0
cyl_000936,32.248497,539.08536,0.138185,0.1396,2.093871,1.0,1.0,0.0
cyl_000937,48.135237,367.650022,0.11575,0.039458,2.910684,1.0,1.0,0.0
cyl_000938,109.436268,328.336151,0.001953,0.13213,3.199947,1.0,1.0,0.0
cyl_000939,38.216517,678.483085,0.271074,0.036222,6.250156,1.0,1.0,0.0
cyl_000940,30.179183,994.641098,0.23682,0.196164,3.225776,1.0,1.0,0.0
cyl_000941,69.930604,409.79964,0.144573,0.232006,2.912617,1.0,1.0,0.0
cyl_000942,71.195121,288.951554,0.010017,0.11738,7.077675,1.0,1.0,0.0
cyl_000943,44.081137,258.590878,0.111004,0.068779,4.943136,1.0,1.0,0.0
cyl_000944,48.199275,240.562335,0.211899,0.240341,6.757103,1.0,1.0,0.0
cyl_000945,153.545574,641.622496,0.130731,0.014943,7.969766,1.0,1.0,0.0
cyl_000946,150.579488,363.641792,0.073846,0.021445,6.37219,1.0,1.0,0.0
cyl_000947,140.305349,480.41201,0.141012,0.133561,7.105413,1.0,1.0,0.0
cyl_000948,27.376286,859.410237,0.126518,0.208947,4.420983,1.0,1.0,0.0
cyl_000949,25.26405,605.096595,0.008489,0.237995,4.229807,1.0,1.0,0.0
